postal_code,estimated_cat_population,estimated_dog_population
S17,"1,764.35","2,023.39"
S18,"5,920.52","6,789.77"
S2,"2,639.50","3,027.03"
S20,"3,559.77","4,082.42"
S21,"2,445.46","2,804.51"
S25,"3,157.53","3,621.12"
S26,"2,528.59","2,899.84"
S3,"1,527.91","1,752.24"
S32,"2,944.36","3,376.66"
S33,"1,429.93","1,639.87"
S35,"3,759.73","4,311.74"
S36,"8,681.59","9,956.23"
S4,"1,082.60","1,241.55"
S40,"4,374.44","5,016.70"
S41,"7,013.14","8,042.82"
S42,"2,670.28","3,062.34"
S43,"6,825.41","7,827.52"
S44,"2,812.03","3,224.90"
S45,"1,535.59","1,761.04"
S5,"2,842.39","3,259.71"
S6,"6,871.52","7,880.40"
S60,"1,359.09","1,558.64"
S61,"1,464.94","1,680.02"
S62,"2,095.96","2,403.69"
S63,"6,195.71","7,105.37"
S64,"1,393.48","1,598.08"
S65,"1,003.63","1,150.99"
S66,"2,235.65","2,563.89"
S7,"2,566.80","2,943.66"
S70,"4,145.29","4,753.91"
S71,"4,812.92","5,519.56"
S72,"1,628.67","1,867.79"
S73,"1,156.15","1,325.89"
S74,"1,607.91","1,843.98"
S75,"3,906.97","4,480.59"
S8,"5,877.15","6,740.04"
S80,"4,742.80","5,439.14"
S81,"4,780.91","5,482.85"
S9,"2,516.11","2,885.53"
SA1,"11,389.82","13,062.08"
SA10,"5,172.96","5,932.46"
SA11,"8,799.90","10,091.91"
SA12,"6,717.59","7,703.87"
SA13,"3,179.74","3,646.59"
SA14,"3,287.97","3,770.71"
SA15,"7,273.99","8,341.97"
SA16,"2,224.19","2,550.75"
SA17,"4,357.82","4,997.64"
SA18,"5,713.37","6,552.21"
SA19,"7,098.37","8,140.56"
SA2,"10,693.13","12,263.10"
SA20,"1,031.57","1,183.03"
SA3,"7,825.78","8,974.77"
SA31,"6,054.16","6,943.03"
SA32,"2,077.01","2,381.95"
SA33,"9,529.77","10,928.94"
SA34,"5,079.01","5,824.71"
SA35,251.1668975,288.0434784
SA36,126.7859227,145.4007616
SA37,474.8185904,544.5319417
SA38,"1,544.81","1,771.62"
SA39,"1,745.33","2,001.58"
SA4,"4,664.17","5,348.96"
SA40,"2,051.87","2,353.13"
SA41,751.0325999,861.2999747
SA42,700.574831,803.4339445
SA43,"5,317.05","6,097.71"
SA44,"6,003.18","6,884.57"
SA45,824.5609349,945.6238152
SA46,"2,398.38","2,750.51"
SA47,491.8144828,564.0231884
SA48,"6,607.24","7,577.32"
SA5,"3,041.11","3,487.61"
SA6,"6,320.51","7,248.50"
SA61,"9,428.11","10,812.35"
SA62,"14,914.74","17,104.53"
SA63,"1,981.13","2,272.01"
SA64,893.047543,"1,024.17"
SA65,"1,236.32","1,417.84"
SA66,"3,298.30","3,782.56"
SA67,"5,788.13","6,637.95"
SA68,"1,012.09","1,160.69"
SA69,734.476538,842.3131349
SA7,"1,828.04","2,096.43"
SA70,"1,550.44","1,778.07"
SA71,"1,102.50","1,264.37"
SA72,975.8982206,"1,119.18"
SA73,"3,404.52","3,904.37"
SA8,"4,497.67","5,158.02"
SA9,"2,663.35","3,054.39"
SE1,"1,480.69","1,698.08"
SE10,"1,800.66","2,065.03"
SE11,824.0565724,945.0454016
SE12,"1,209.14","1,386.67"
SE13,"1,226.23","1,406.27"
SE14,809.5557466,928.4155497
SE15,"1,276.42","1,463.83"
SE16,"1,040.98","1,193.81"
SE17,495.559426,568.317968
SE18,"3,704.94","4,248.90"
SE19,780.8146869,895.4546982
SE2,"1,459.16","1,673.40"
SE20,679.7611948,779.564429
SE21,721.0923497,826.9638664
SE22,"1,492.57","1,711.71"
SE23,"1,689.69","1,937.77"
SE24,619.133004,710.0347452
SE25,"1,220.61","1,399.82"
SE26,"1,227.74","1,408.00"
SE27,847.1882232,971.573265
SE28,"1,039.48","1,192.10"
SE3,"1,703.90","1,954.06"
SE4,"1,086.19","1,245.66"
SE5,619.5548553,710.5185332
SE6,"1,982.04","2,273.05"
SE7,"3,609.91","4,139.92"
SE8,991.8936377,"1,137.52"
SE9,"3,690.76","4,232.64"
SG1,"7,060.89","8,097.57"
SG10,306.6499196,351.6725746
SG11,"1,161.70","1,332.26"
SG12,"14,875.72","17,059.79"
SG13,"4,602.06","5,277.74"
SG14,"6,237.99","7,153.85"
SG15,534.1500222,612.574475
SG16,762.45553,874.4000311
SG17,"1,539.72","1,765.78"
SG18,"5,849.16","6,707.94"
SG19,"9,333.01","10,703.29"
SG2,"4,294.63","4,925.18"
SG3,"1,856.70","2,129.31"
SG4,"2,092.46","2,399.68"
SG5,"10,178.76","11,673.22"
SG6,"2,743.90","3,146.76"
SG7,"1,851.23","2,123.03"
SG8,"8,276.20","9,491.32"
SG9,"4,008.69","4,597.25"
SK1,"1,267.36","1,453.43"
SK10,"12,387.64","14,206.41"
SK11,"8,156.47","9,354.01"
SK12,"6,049.64","6,937.85"
SK13,"3,504.90","4,019.50"
SK14,"2,505.22","2,873.04"
SK15,"1,180.51","1,353.83"
SK16,"1,229.92","1,410.50"
SK17,"7,644.15","8,766.47"
SK2,"1,741.06","1,996.68"
SK22,"3,302.23","3,787.06"
SK23,"5,237.17","6,006.10"
SK3,"5,110.91","5,861.30"
SK4,"3,845.65","4,410.27"
SK5,"3,245.14","3,721.59"
SK6,"4,545.27","5,212.61"
SK7,"4,542.29","5,209.19"
SK8,"14,417.81","16,534.65"
SK9,"12,069.97","13,842.09"
SL0,733.0018302,840.621909
SL1,"7,898.49","9,058.16"
SL2,"5,936.35","6,807.93"
SL3,"2,717.87","3,116.91"
SL4,"8,430.07","9,667.78"
SL5,"4,236.59","4,858.61"
SL6,"14,184.01","16,266.52"
SL7,"11,803.32","13,536.29"
SL8,571.0107872,654.8471752
SL9,"4,499.82","5,160.49"
SM1,"3,393.77","3,892.05"
SM2,"3,398.61","3,897.59"
SM3,"2,733.93","3,135.33"
SM4,"2,777.05","3,184.77"
SM5,"2,339.08","2,682.51"
SM6,"1,593.15","1,827.05"
SM7,"2,587.21","2,967.06"
SN1,"11,660.84","13,372.90"
SN10,"3,770.66","4,324.27"
SN11,"5,245.88","6,016.09"
PL95,0,0
PR11,0,0
RH77,0,0
S49,0,0
S95,0,0
S96,0,0
S97,0,0
S98,0,0
S99,0,0
SA80,0,0
SA99,0,0
SE1P,0,0
SL95,0,0
SN12,"6,582.00","7,548.38"
SN13,"7,093.82","8,135.34"
SN14,"6,917.70","7,933.36"
SN15,"19,911.21","22,834.60"
SN16,"8,634.28","9,901.97"
SN2,"9,128.91","10,469.23"
SN25,"4,029.84","4,621.51"
SN26,218.9557411,251.1030471
SN3,"15,861.03","18,189.77"
SN4,"13,923.92","15,968.24"
SN5,"5,494.24","6,300.91"
SN6,"6,599.93","7,568.93"
SN7,"4,096.56","4,698.02"
SN8,"15,396.81","17,657.38"
SN9,970.7087413,"1,113.23"
SO14,"1,599.46","1,834.29"
SO15,"3,587.02","4,113.67"
SO16,"6,257.47","7,176.20"
SO17,"1,235.53","1,416.94"
SO18,"3,282.01","3,763.88"
SO19,"3,547.88","4,068.79"
SO20,"1,400.89","1,606.57"
SO21,"12,147.59","13,931.11"
SO22,"4,111.78","4,715.48"
SO23,"5,843.49","6,701.44"
SO24,"2,996.61","3,436.57"
SO30,"5,369.13","6,157.43"
SO31,"9,594.00","11,002.60"
SO32,"6,697.51","7,680.85"
SO40,"5,099.88","5,848.65"
SO41,"5,171.48","5,930.76"
SO42,892.9609829,"1,024.07"
SO43,805.6287677,923.9120077
SO45,"7,896.67","9,056.07"
SO50,"10,286.16","11,796.38"
SO51,"4,369.57","5,011.11"
SO52,871.5231806,999.4811058
SO53,"6,751.36","7,742.61"
SP1,"9,020.52","10,344.92"
SP10,"6,667.39","7,646.30"
SP11,"4,625.11","5,304.17"
SP2,"7,258.09","8,323.73"
SP3,"4,244.38","4,867.54"
SP4,"9,740.89","11,171.06"
SP5,"5,476.88","6,281.01"
SP6,"8,975.72","10,293.55"
SP7,"6,350.15","7,282.48"
SP8,"8,003.65","9,178.75"
SP9,"4,111.92","4,715.64"
SR1,289.4940249,331.9978339
SR2,819.8888664,940.2657887
SR3,"1,275.53","1,462.80"
SR4,"2,631.57","3,017.94"
SR5,"4,308.29","4,940.83"
SR6,"3,319.72","3,807.13"
SR7,"1,703.90","1,954.07"
SR8,"1,427.96","1,637.62"
SS0,"5,415.06","6,210.11"
SS1,"2,906.51","3,333.25"
SS11,"1,632.26","1,871.91"
SS12,824.9320578,946.0494267
SS13,"1,844.11","2,114.86"
SS14,"3,669.99","4,208.82"
SS15,"3,317.01","3,804.02"
SS16,"5,922.45","6,791.98"
SS17,"2,147.01","2,462.24"
SS2,"4,447.51","5,100.50"
SS3,"2,606.26","2,988.91"
SS4,"1,812.81","2,078.97"
SS5,"2,928.23","3,358.16"
SS6,"3,418.00","3,919.83"
SS7,"5,434.79","6,232.73"
SS8,"3,542.60","4,062.72"
SS9,"6,801.16","7,799.72"
ST1,"2,993.80","3,433.36"
ST10,"8,200.85","9,404.91"
ST11,"3,172.36","3,638.13"
ST12,841.9904816,965.6123857
ST13,"8,013.28","9,189.80"
ST14,"7,662.62","8,787.66"
ST15,"10,744.36","12,321.86"
ST16,"4,097.62","4,699.23"
ST17,"6,515.44","7,472.04"
ST18,"3,146.58","3,608.57"
ST19,"6,714.50","7,700.33"
ST2,"6,401.80","7,341.72"
ST20,"2,038.16","2,337.41"
ST21,"5,065.41","5,809.12"
ST3,"7,778.49","8,920.54"
ST4,"3,726.58","4,273.72"
ST5,"7,821.25","8,969.57"
ST6,"4,872.31","5,587.67"
ST7,"10,638.71","12,200.70"
ST8,"4,714.79","5,407.02"
ST9,"1,890.97","2,168.61"
SW10,962.5342757,"1,103.85"
SW11,"4,749.07","5,446.33"
SW12,"1,812.02","2,078.06"
SW13,"2,019.65","2,316.18"
SW14,"3,197.36","3,666.80"
SW15,"3,454.81","3,962.05"
SW16,"3,912.51","4,486.94"
SW17,"3,426.80","3,929.92"
SW18,"2,343.44","2,687.51"
SW19,"10,272.01","11,780.16"
SW1A,88.07686345,101.0083987
SW1E,207.1125135,237.5209847
SW1H,174.2648165,199.8505551
SW1P,"1,967.54","2,256.42"
SW1V,"3,562.08","4,085.07"
SW1W,"1,274.59","1,461.72"
SW1X,731.9996839,839.4726265
SW1Y,114.3267127,131.1122777
SW2,"2,656.25","3,046.24"
SW20,"2,919.11","3,347.70"
SW3,"1,915.66","2,196.92"
SW4,"2,686.10","3,080.47"
SW5,697.408145,799.8023225
SW6,"5,106.69","5,856.46"
SW7,"1,045.18","1,198.63"
SW8,"3,011.78","3,453.97"
SW9,956.9659638,"1,097.47"
SY1,"4,016.98","4,606.76"
SY10,"4,765.87","5,465.60"
SY11,"8,301.31","9,520.12"
SY12,"6,666.41","7,645.18"
SY13,"11,139.48","12,774.99"
SY14,"5,109.75","5,859.97"
SY15,"3,917.57","4,492.75"
SY16,"5,078.14","5,823.72"
SY17,"1,800.44","2,064.79"
SY18,"3,034.09","3,479.56"
SY19,"1,223.03","1,402.59"
SY2,"3,527.18","4,045.04"
SY20,"4,466.64","5,122.44"
SY21,"7,819.25","8,967.27"
SY22,"4,175.23","4,788.24"
SY23,"10,730.45","12,305.91"
SY24,478.3904886,548.6282696
SY25,"3,315.48","3,802.26"
SY3,"8,411.10","9,646.02"
SY4,"7,117.61","8,162.63"
SY5,"7,051.51","8,086.82"
SY6,"2,822.84","3,237.29"
SY7,"3,997.78","4,584.74"
SY8,"10,259.05","11,765.29"
SY9,"1,339.12","1,535.73"
TA1,"12,831.13","14,715.01"
TA10,"2,419.77","2,775.04"
TA11,"1,848.86","2,120.31"
TA12,"4,232.33","4,853.72"
TA13,"1,185.85","1,359.96"
TA14,"2,076.36","2,381.21"
TA15,461.4621446,529.2144888
TA16,532.6107221,610.8091734
TA17,211.5116122,242.5659635
TA18,"3,367.23","3,861.60"
TA19,"4,982.71","5,714.27"
TA2,"5,801.77","6,653.59"
TA20,"6,129.26","7,029.17"
TA21,"9,284.23","10,647.35"
TA22,"1,379.67","1,582.24"
TA23,"1,456.24","1,670.05"
TA24,"6,084.95","6,978.35"
TA3,"6,341.90","7,273.03"
TA4,"6,770.70","7,764.78"
TA5,"4,405.53","5,052.36"
TA6,"11,868.76","13,611.35"
TA7,"10,555.77","12,105.58"
TA8,"5,706.88","6,544.77"
TA9,"3,462.38","3,970.73"
TD1,"4,203.53","4,820.70"
TD10,674.238976,773.2314324
TD11,"5,999.79","6,880.69"
TD12,"3,847.24","4,412.10"
TD13,290.5602677,333.2206235
TD14,"2,117.21","2,428.06"
TD15,"6,788.62","7,785.33"
TD2,557.8438759,639.7470846
TD3,"1,211.01","1,388.81"
TD4,315.9001881,362.2809769
TD5,"5,291.85","6,068.81"
TD6,"2,521.76","2,892.00"
TD7,"1,482.01","1,699.60"
TD8,920.4044448,"1,055.54"
TD9,"4,754.13","5,452.14"
TF1,"8,266.92","9,480.68"
TF10,"6,862.55","7,870.12"
TF11,"5,320.11","6,101.21"
TF12,"2,209.82","2,534.27"
TF13,"1,814.75","2,081.19"
TF2,"8,289.53","9,506.61"
TF3,"2,654.72","3,044.49"
TF4,"2,390.23","2,741.17"
TF5,457.5842608,524.7672502
TF6,"1,180.22","1,353.51"
TF7,"1,247.38","1,430.52"
TF8,733.2212165,840.8735058
TF9,"12,107.15","13,884.74"
TN1,"1,672.63","1,918.21"
TN10,471.7158505,540.9736543
TN11,"1,424.10","1,633.19"
TN12,"15,405.71","17,667.60"
TN13,"5,565.33","6,382.43"
TN14,"5,215.28","5,980.99"
TN15,"6,871.82","7,880.75"
TN16,"4,824.18","5,532.47"
TN17,"7,996.45","9,170.50"
TN18,"1,807.36","2,072.72"
TN19,"1,857.49","2,130.21"
TN2,"4,283.91","4,912.87"
TN20,625.9147084,717.8121464
TN21,"6,225.43","7,139.45"
TN22,"7,843.44","8,995.02"
TN23,"6,437.30","7,382.44"
TN24,"4,287.90","4,917.46"
TN25,"3,703.23","4,246.95"
TN26,"1,833.76","2,102.99"
TN27,"5,442.37","6,241.43"
TN28,"2,391.28","2,742.37"
TN29,"3,851.24","4,416.69"
TN3,"1,226.20","1,406.23"
TN30,"4,137.57","4,745.05"
TN31,"4,207.19","4,824.89"
TN32,"2,422.54","2,778.21"
TN33,"5,026.91","5,764.96"
TN34,"2,508.25","2,876.51"
TN35,"1,621.23","1,859.26"
TN36,421.5591239,483.4528659
TN37,"2,054.76","2,356.44"
TN38,"2,617.09","3,001.34"
TN39,"4,724.81","5,418.51"
TN4,"4,170.93","4,783.31"
TN40,"2,947.76","3,380.55"
TN5,"1,655.17","1,898.19"
TN6,"3,699.57","4,242.75"
TN7,296.1846378,339.6707694
TN8,"2,373.24","2,721.69"
TN9,"1,804.90","2,069.90"
TQ1,"4,585.88","5,259.19"
TQ10,"1,350.45","1,548.72"
TQ11,"1,074.05","1,231.75"
TQ12,"13,879.08","15,916.82"
TQ13,"8,456.53","9,698.12"
TQ14,"3,781.12","4,336.27"
TQ2,"10,287.61","11,798.04"
TQ3,"6,834.33","7,837.76"
TQ4,"3,899.60","4,472.14"
TQ5,"5,700.52","6,537.47"
TQ6,"1,922.95","2,205.28"
TQ7,"6,790.93","7,787.98"
TQ8,"1,271.50","1,458.18"
TQ9,"10,339.91","11,858.03"
TR1,"10,309.16","11,822.76"
TR10,"1,879.90","2,155.91"
TR11,"8,269.62","9,483.78"
TR12,"1,851.30","2,123.11"
TR13,"5,916.23","6,784.86"
TR14,"8,263.74","9,477.04"
TR15,"5,316.88","6,097.51"
TR16,"3,943.79","4,522.82"
TR17,340.0423186,389.9676798
TR18,"3,398.76","3,897.77"
TR19,"2,177.19","2,496.85"
TR2,"5,492.71","6,299.15"
TR20,"2,157.75","2,474.55"
TR21,184.4476717,211.5284676
TR22,7.44139596,8.533949329
TR23,10.5697762,12.12164155
TR24,30.30757527,34.75736448
TR25,10.53304894,12.07952196
TR26,"4,815.51","5,522.53"
TR27,"6,356.74","7,290.04"
TR3,"2,991.51","3,430.73"
TR4,"3,748.27","4,298.59"
TR5,345.6530911,396.4022316
TR6,413.4701306,474.1762382
TR7,"6,509.10","7,464.78"
TR8,"4,266.53","4,892.94"
TR9,"5,710.40","6,548.81"
TS1,"3,507.04","4,021.95"
TS10,"4,239.47","4,861.91"
TS11,"2,314.96","2,654.84"
TS12,"3,567.40","4,091.16"
TS13,"1,028.66","1,179.69"
TS14,"3,047.86","3,495.35"
TS15,"2,981.13","3,418.82"
TS16,"2,003.53","2,297.69"
TS17,"8,458.43","9,700.30"
TS18,"2,568.27","2,945.35"
TS19,"2,609.10","2,992.17"
TS2,775.8044522,889.7088558
TS20,"2,474.37","2,837.65"
TS21,"1,892.99","2,170.92"
TS22,714.6931597,819.6251408
TS23,"5,149.33","5,905.36"
TS24,"1,675.62","1,921.63"
TS25,"3,983.08","4,567.88"
TS26,"2,533.13","2,905.05"
TS27,656.6818547,753.0965566
TS28,200.1179759,229.4995019
TS29,358.8935254,411.5866401
TS3,370.6005604,425.0125139
TS4,453.1008846,519.6256201
TS5,"3,323.24","3,811.16"
TS6,403.2371514,462.4408426
TS7,723.8197669,830.0917258
TS8,"1,305.07","1,496.68"
TS9,"4,571.80","5,243.04"
TW1,"2,933.12","3,363.76"
TW10,"2,980.51","3,418.11"
TW11,"3,926.66","4,503.18"
TW12,"3,775.84","4,330.21"
TW13,"3,649.61","4,185.45"
TW14,"1,882.10","2,158.43"
TW15,"3,607.69","4,137.38"
TW16,"3,774.67","4,328.87"
TW17,"3,100.86","3,556.13"
TW18,"5,300.30","6,078.49"
TW19,"1,831.92","2,100.89"
TW2,"2,937.91","3,369.25"
TW20,"6,331.82","7,261.47"
TW3,"1,672.37","1,917.91"
TW4,"1,109.72","1,272.65"
TW5,"1,078.35","1,236.67"
TW6,71.50938131,82.00846185
TW7,"2,791.89","3,201.80"
TW8,"1,141.17","1,308.71"
TW9,"4,966.45","5,695.63"
UB1,"1,576.42","1,807.87"
UB10,"3,022.27","3,466.00"
UB11,19.93040143,22.85660336
UB2,"1,525.89","1,749.93"
UB3,"3,830.88","4,393.33"
UB4,"2,013.34","2,308.94"
UB5,"3,056.62","3,505.39"
UB6,"2,643.85","3,032.02"
UB7,"2,014.87","2,310.70"
UB8,"2,277.23","2,611.58"
UB9,"2,936.40","3,367.53"
W10,"1,768.67","2,028.34"
W11,"2,694.19","3,089.75"
W12,"2,384.28","2,734.34"
W13,"2,169.00","2,487.46"
W14,"2,619.75","3,004.38"
W1A,1.227162017,1.4073352
W1B,98.5014783,112.9635661
W1C,41.41245965,47.49267935
W1D,149.5093248,171.4604369
W1F,163.0008059,186.932751
W1G,515.6390619,591.3457166
W1H,"1,065.32","1,221.73"
W1J,401.1032108,459.9935947
W1K,609.591462,699.0923042
W1S,152.7850017,175.217052
W1T,638.4101262,732.1421542
W1U,738.2733194,846.6673636
W1W,358.0811393,410.6549786
W2,"4,606.91","5,283.31"
W3,"2,073.34","2,377.75"
W4,"4,158.66","4,769.23"
W5,"2,321.65","2,662.51"
W6,"2,845.09","3,262.81"
W7,"2,085.54","2,391.75"
W8,"1,883.03","2,159.50"
W9,"1,952.86","2,239.58"
WA1,"1,974.86","2,264.81"
WA10,"1,885.26","2,162.05"
WA11,"3,703.54","4,247.29"
WA12,"2,004.40","2,298.69"
WA13,"1,864.87","2,138.68"
WA14,"2,638.73","3,026.15"
WA15,"3,435.82","3,940.27"
WA16,"5,132.64","5,886.22"
WA2,"2,664.90","3,056.16"
WA3,"6,827.80","7,830.26"
WA4,"9,527.42","10,926.24"
WA5,"8,669.73","9,942.62"
WA6,"7,101.96","8,144.68"
WA7,"10,208.09","11,706.85"
WA8,"7,555.96","8,665.34"
WA9,"13,027.93","14,940.70"
WC1A,38.40889491,44.04812817
WC1B,58.55713365,67.15455193
WC1E,75.10343737,86.1302009
WC1H,403.1459056,462.3362
WC1N,226.886032,260.1976714
WC1R,27.82206495,31.90692899
WC1V,9.823025716,11.2652524
WC1X,359.5470543,412.3361208
WC2A,13.00927386,14.91930876
WC2B,31.88866375,36.57058999
WC2E,42.04148039,48.21405356
WC2H,79.05157773,90.65801126
WC2N,54.10940345,62.05380144
WC2R,12.46575972,14.29599531
WD17,"4,928.30","5,651.88"
WD18,"2,057.00","2,359.01"
WD19,"3,872.05","4,440.55"
WD23,"4,237.14","4,859.25"
WD24,"2,669.93","3,061.94"
WD25,"2,668.31","3,060.07"
WD3,"5,839.77","6,697.17"
WD4,"1,605.18","1,840.86"
WD5,"1,836.56","2,106.21"
WD6,"2,676.91","3,069.93"
WD7,"3,021.30","3,464.89"
WF1,"6,137.25","7,038.32"
WF10,"7,843.88","8,995.53"
WF11,"1,499.66","1,719.85"
WF12,"10,001.91","11,470.41"
WF13,"2,982.44","3,420.33"
WF14,"1,527.65","1,751.94"
WF15,"1,299.77","1,490.61"
WF16,558.8456642,640.8959564
WF17,"3,194.94","3,664.02"
WF2,"11,993.92","13,754.88"
WF3,"3,916.79","4,491.85"
WF4,"3,354.85","3,847.41"
WF5,"2,319.99","2,660.62"
WF6,"1,377.09","1,579.27"
WF7,"2,913.35","3,341.09"
WF8,"4,751.81","5,449.48"
WF9,"6,173.02","7,079.35"
WN1,"2,120.96","2,432.36"
WN2,"6,355.55","7,288.68"
WN3,"2,169.88","2,488.47"
WN4,"4,068.12","4,665.40"
WN5,"4,392.88","5,037.85"
WN6,"4,103.53","4,706.02"
WN7,"6,711.70","7,697.12"
WN8,"4,293.20","4,923.53"
WR1,"1,529.69","1,754.28"
WR10,"5,634.24","6,461.46"
WR11,"9,438.07","10,823.78"
WR12,"2,513.90","2,882.99"
WR13,"1,780.67","2,042.11"
WR14,"6,983.48","8,008.81"
WR15,"6,885.74","7,896.71"
WR2,"7,022.08","8,053.07"
WR3,"3,026.08","3,470.37"
WR4,"4,421.61","5,070.79"
WR5,"5,537.08","6,350.04"
WR6,"3,807.00","4,365.95"
WR7,"1,682.79","1,929.86"
WR8,"3,462.75","3,971.15"
WR9,"10,329.59","11,846.19"
WS1,"1,790.39","2,053.26"
WS10,"1,852.47","2,124.45"
WS11,"5,415.05","6,210.09"
WS12,"2,691.47","3,086.63"
WS13,"8,484.34","9,730.02"
WS14,"6,493.85","7,447.28"
WS15,"8,725.38","10,006.45"
WS2,"2,912.97","3,340.66"
WS3,"7,445.15","8,538.25"
WS4,"1,512.44","1,734.50"
WS5,"1,228.87","1,409.29"
WS6,"1,264.15","1,449.75"
WS7,"5,794.87","6,645.68"
WS8,"3,501.40","4,015.48"
WS9,"4,182.79","4,796.91"
WV1,"2,775.63","3,183.15"
WV10,"3,894.02","4,465.75"
WV11,"2,474.39","2,837.68"
WV12,"3,122.55","3,581.01"
WV13,"1,375.20","1,577.11"
WV14,"2,529.19","2,900.53"
WV15,"2,771.83","3,178.79"
WV16,"6,282.23","7,204.59"
WV2,"3,200.02","3,669.85"
WV3,"4,421.27","5,070.40"
WV4,"3,879.11","4,448.65"
WV5,"2,826.44","3,241.42"
WV6,"7,760.84","8,900.29"
WV7,649.3937411,744.7383947
WV8,"2,722.92","3,122.70"
WV9,443.6949663,508.8387153
YO1,"2,351.44","2,696.68"
YO10,"5,696.52","6,532.89"
YO11,"2,245.54","2,575.24"
YO12,"5,168.20","5,927.00"
YO13,"1,967.58","2,256.47"
YO14,"2,596.45","2,977.67"
YO15,"3,702.97","4,246.65"
YO16,"3,716.87","4,262.58"
YO17,"5,327.97","6,110.23"
YO18,"7,199.47","8,256.51"
SN38,0,0
SN99,0,0
SO97,0,0
SR9,0,0
SS99,0,0
ST55,0,0
SW95,0,0
SY99,0,0
WA55,0,0
WA88,0,0
WD99,0,0
WF90,0,0
WR99,0,0
YO19,"6,194.36","7,103.82"
YO21,"5,201.40","5,965.07"
YO22,"1,971.31","2,260.74"
YO23,"3,584.23","4,110.47"
YO24,"6,682.08","7,663.15"
YO25,"10,112.60","11,597.34"
YO26,"9,220.54","10,574.30"
YO30,"5,660.64","6,491.74"
YO31,"4,337.81","4,974.69"
YO32,"5,595.20","6,416.70"
YO41,"3,196.74","3,666.08"
YO42,"5,424.34","6,220.75"
YO43,"6,086.83","6,980.51"
YO51,"1,777.57","2,038.56"
YO60,"3,934.39","4,512.05"
YO61,"12,043.33","13,811.55"
YO62,"7,248.41","8,312.63"
YO7,"4,770.97","5,471.45"
YO8,"5,115.47","5,866.53"
ZE1,"1,895.51","2,173.81"
ZE2,"4,586.34","5,259.71"
ZE3,105.0080493,120.4254386
YO90,0,0
